Gmt time,Open,High,Low,Close,Volume
26.03.2025 00:00:00.000,0.63062,0.63063,0.63061,0.63063,6749.999999999999
26.03.2025 00:00:01.000,0.63063,0.63063,0.63060,0.63060,4800
26.03.2025 00:00:03.000,0.63061,0.63063,0.63061,0.63063,4200
26.03.2025 00:00:06.000,0.63062,0.63062,0.63062,0.63062,1200
26.03.2025 00:00:07.000,0.63062,0.63062,0.63062,0.63062,2400
26.03.2025 00:00:08.000,0.63061,0.63061,0.63061,0.63061,2339.9999
26.03.2025 00:00:09.000,0.63062,0.63062,0.63062,0.63062,1200
26.03.2025 00:00:10.000,0.63063,0.63063,0.63063,0.63063,2400
26.03.2025 00:00:11.000,0.63061,0.63064,0.63061,0.63064,6300
26.03.2025 00:00:14.000,0.63065,0.63065,0.63061,0.63061,3600
26.03.2025 00:00:15.000,0.63061,0.63061,0.63061,0.63061,1800
26.03.2025 00:00:16.000,0.63061,0.63061,0.63061,0.63061,1200
26.03.2025 00:00:18.000,0.63059,0.63059,0.63059,0.63059,1200
26.03.2025 00:00:19.000,0.63058,0.63059,0.63058,0.63058,6600
26.03.2025 00:00:20.000,0.63058,0.63058,0.63058,0.63058,3000
26.03.2025 00:00:23.000,0.63058,0.63058,0.63058,0.63058,1200
26.03.2025 00:00:24.000,0.63058,0.63058,0.63058,0.63058,1800
26.03.2025 00:00:30.000,0.63059,0.63059,0.63059,0.63059,1200
26.03.2025 00:00:31.000,0.63056,0.63056,0.63056,0.63056,3000
26.03.2025 00:00:32.000,0.63055,0.63055,0.63055,0.63055,1200
26.03.2025 00:00:33.000,0.63055,0.63055,0.63054,0.63054,2400
26.03.2025 00:00:35.000,0.63053,0.63053,0.63053,0.63053,1800
26.03.2025 00:00:36.000,0.63052,0.63052,0.63051,0.63051,5700
26.03.2025 00:00:37.000,0.63052,0.63052,0.63052,0.63052,1200
26.03.2025 00:00:41.000,0.63052,0.63052,0.63052,0.63052,1800
26.03.2025 00:00:44.000,0.63054,0.63054,0.63054,0.63054,1200
26.03.2025 00:00:45.000,0.63054,0.63054,0.63048,0.63048,14699.999899999999
